1.0, 2.0
3.0, 4.0
3.43, 4.5435
4, 8
5, 12
8, 10
8.45, 11
-1, 1
===next===
3.0, 2.0
3.2, 4.0
3.43, 4.5435
6.0, 2.0
7.0, 4.0
18.43, 4.5435
===next===
1, 2
2, 3
3, 4
4, 5
5, 6
6, 7
7, 8
8, 9
-3, 5
===next===
-10.0, 93.3419229168203
-9.5, 76.54551286982017
-9.0, 73.75473325909046
-8.5, 64.74999534796787
-8.0, 54.82804490923969
-7.5, 49.1472590464441
-7.0, 42.98226741733991
-6.5, 37.01973245010826
-6.0, 31.723731649487533
-5.5, 26.78572363448055
-5.0, 17.362565111486415
-4.5, 15.737087882631748
-4.0, 7.610392943164958
-3.5, 6.634167340663847
-3.0, 6.586181884277011
-2.5, 2.4706621249222573
-2.0, -1.7218399230707684
-1.5, 1.1657769548145902
-1.0, 2.0024234757543535
-0.5, 0.5193681989822001
0.0, -1.4027208376312663
0.5, -0.8638594765058967
1.0, 2.549199794352349
1.5, 1.6545232038281483
2.0, 2.159054766670285
2.5, 11.5044760634417
3.0, 12.082111587078662
3.5, 19.585152460251688
4.0, 20.750829822596888
4.5, 26.92453876400369
5.0, 31.797859954145622
5.5, 34.89873028066651
6.0, 42.9256109509391
6.5, 51.93216853452621
7.0, 58.603042181146236
7.5, 60.95658058023247
8.0, 71.23973385098472
8.5, 81.85175872068471
9.0, 89.16978408750762
9.5, 100.98670727743041
===next===
1, 1.5
2, 2.0
3, 3.2
4, 4.8
5, 5.3
6, 6.9
